1,180.1
2,299.3
3,299.0
4,238.2
5,361.6
6,292.5
7,288.3
8,370.0
9,389.4
10,264.8
11,341.7
12,335.5
13,224.2
14,302.6
15,295.0
16,314.6
17,239.0
18,345.4
19,377.9
20,264.1
21,354.0
22,354.4
23,350.3
24,330.3
25,256.7
26,260.7
27,256.0
28,281.1
29,247.1
30,260.0
31,299.1
32,243.5
33,226.4
34,372.9
35,301.8
36,341.6
37,249.4
38,375.8
39,347.7
40,235.3
41,340.2
42,344.0
43,293.0
44,242.4
45,291.2
46,279.5
47,289.1
48,353.6
49,276.6
50,261.5
51,347.7
52,260.0
53,255.7
54,352.5
55,373.8
56,299.8
57,209.2
58,341.0
59,343.8
60,258.5
61,224.0
62,277.4
63,374.2
64,269.1
65,295.9
66,315.2
67,284.7
68,373.5
69,201.5
70,367.8
71,395.6
72,305.5
73,312.9
74,238.8
75,398.3
76,228.3
77,300.9
78,382.1
79,208.2
80,288.5
81,300.3
82,230.5
83,357.8
84,226.4
85,320.3
86,268.7
87,214.5
88,381.0
89,272.9
90,336.2
91,293.6
92,321.8
93,283.4
94,237.6
95,365.1
96,298.2
97,264.7
98,256.8
99,327.5
100,379.9
101,261.9
102,279.4
103,293.4
104,340.4
105,240.7
106,318.3
107,292.9
108,308.4
109,245.1
110,394.5
111,328.0
112,229.2
113,333.3
114,245.8
115,399.8
116,378.4
117,329.6
118,352.0
119,366.1
120,212.6
121,338.1
122,306.0
123,260.1
124,203.7
125,239.5
126,235.8
127,237.2
128,305.1
129,213.8
130,209.6
131,235.6
132,274.6
133,232.2
134,244.9
135,306.5
136,378.8
137,394.2
138,326.6
139,259.3
140,204.3
141,367.8
142,390.4
143,318.9
144,235.4
145,263.3
146,379.6
147,315.1
148,367.9
149,292.4
150,388.4
151,281.9
152,395.2
153,252.5
154,227.0
155,318.5
156,362.5
157,220.8
158,328.4
159,305.3
160,352.6
161,390.5
162,213.5
163,301.9
164,270.9
165,256.9
166,242.2
167,212.3
168,334.7
169,271.7
170,232.2
171,355.2
172,200.1
173,243.7
174,381.3
175,269.6
176,320.5
177,332.1
178,337.6
179,269.9
180,240.7
181,332.4
182,357.6
183,382.6
184,359.4
185,360.6
186,275.9
187,268.0
188,255.2
189,304.0
190,284.7
191,360.4
192,218.3
193,392.9
194,243.6
195,286.3
196,326.6
197,384.2
198,212.0
199,355.8
200,329.6
201,235.6
202,265.1
203,277.5
204,313.7
205,342.6
206,376.6
207,264.6
208,364.1
209,274.1
210,318.1
211,209.2
212,335.5
213,219.6
214,351.4
215,228.6
216,344.5
217,386.9
218,216.7
219,330.6
220,213.5
221,365.0
222,390.5
223,236.9
224,372.9
225,279.2
226,251.6
227,381.2
228,358.4
229,317.7
230,228.1
231,220.6
232,298.5
233,203.0
234,283.9
235,269.3
236,320.1
